Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.2291,0.4835,0.2874,1
2,0.1217,0.4623,0.416,1
3,0.1114,0.3397,0.5489,1
4,0.1361,0.2268,0.6371,1
5,0.1778,0.1696,0.6526,1
6,0.2216,0.1776,0.6008,1
7,0.2585,0.2168,0.5247,1
8,0.2795,0.2624,0.4581,1
9,0.2825,0.3056,0.4119,1
10,0.2669,0.3427,0.3904,1
11,0.2385,0.3645,0.397,1
12,0.2162,0.3634,0.4204,1
13,0.203,0.3413,0.4557,1
14,0.1914,0.3247,0.4839,1
15,0.192,0.3086,0.4994,1
16,0.2036,0.2873,0.5091,1
17,0.2149,0.2714,0.5137,1
18,0.2155,0.2781,0.5064,1
19,0.2143,0.2845,0.5012,1
20,0.2102,0.2936,0.4962,1
21,0.2064,0.29,0.5036,1
22,0.1988,0.2925,0.5087,1
23,0.2022,0.2806,0.5172,1
24,0.2188,0.2691,0.5121,1
25,0.2302,0.2691,0.5007,1
26,0.229,0.2862,0.4848,1
27,0.2254,0.3056,0.469,1
28,0.2204,0.3166,0.463,1
29,0.2207,0.3131,0.4662,1
30,0.2246,0.3079,0.4675,1
31,0.2255,0.3085,0.466,1
32,0.2305,0.3105,0.459,1
33,0.2364,0.3163,0.4473,1
34,0.2372,0.3235,0.4393,1
35,0.2354,0.3343,0.4303,1
36,0.2301,0.3354,0.4345,1
37,0.2296,0.3324,0.438,1
38,0.2293,0.3291,0.4416,1
39,0.2306,0.3262,0.4432,1
40,0.2338,0.3248,0.4414,1
41,0.2404,0.3199,0.4397,1
42,0.2465,0.3234,0.4301,1
43,0.2518,0.3249,0.4233,1
44,0.2558,0.337,0.4072,1
45,0.2598,0.3387,0.4015,1
46,0.2525,0.3375,0.41,1
47,0.2398,0.3464,0.4138,1
48,0.2305,0.3422,0.4273,1
49,0.231,0.3285,0.4405,1
50,0.2384,0.3181,0.4435,1
51,0.2457,0.3193,0.435,1
52,0.2512,0.328,0.4208,1
53,0.2567,0.3373,0.406,1
54,0.2543,0.3433,0.4024,1
