Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.7113,0.2476,0.0411,1
2,0.2129,0.7847,0.0024,1
3,0.0172,0.9792,0.0036,1
4,0.0026,0.9896,0.0078,1
5,0.0029,0.9836,0.0135,1
6,0.0035,0.9758,0.0207,1
7,0.0044,0.9659,0.0297,1
8,0.0046,0.9549,0.0405,1
9,0.004,0.9429,0.0531,1
10,0.0036,0.9287,0.0677,1
11,0.0046,0.9114,0.084,1
12,0.0065,0.8915,0.102,1
13,0.0086,0.8697,0.1217,1
14,0.0106,0.8466,0.1428,1
15,0.0126,0.823,0.1644,1
16,0.0143,0.7982,0.1875,1
17,0.0153,0.7739,0.2108,1
18,0.0167,0.7485,0.2348,1
19,0.0194,0.7217,0.2589,1
20,0.0217,0.6952,0.2831,1
21,0.0237,0.6683,0.308,1
22,0.026,0.6406,0.3334,1
23,0.0285,0.6128,0.3587,1
24,0.0316,0.5838,0.3846,1
25,0.0345,0.5564,0.4091,1
26,0.0369,0.5301,0.433,1
27,0.0402,0.5025,0.4573,1
28,0.0437,0.4749,0.4814,1
29,0.0475,0.4461,0.5064,1
30,0.048,0.4198,0.5322,1
31,0.0481,0.3935,0.5584,1
32,0.0504,0.3652,0.5844,1
33,0.0541,0.3356,0.6103,1
34,0.0602,0.3042,0.6356,1
35,0.0653,0.2752,0.6595,1
36,0.0671,0.2499,0.683,1
37,0.0669,0.2314,0.7017,1
38,0.0697,0.2216,0.7087,1
39,0.07,0.2168,0.7132,1
40,0.0734,0.2127,0.7139,1
41,0.0785,0.2097,0.7118,1
42,0.0776,0.2143,0.7081,1
43,0.0768,0.2164,0.7068,1
44,0.0825,0.2139,0.7036,1
45,0.085,0.2203,0.6947,1
46,0.0883,0.2279,0.6838,1
47,0.0902,0.2371,0.6727,1
48,0.092,0.2475,0.6605,1
49,0.0944,0.2563,0.6493,1
50,0.0973,0.2621,0.6406,1
51,0.1025,0.2663,0.6312,1
52,0.1111,0.2683,0.6206,1
53,0.1183,0.272,0.6097,1
54,0.1211,0.281,0.5979,1
55,0.1208,0.2963,0.5829,1
56,0.1261,0.3074,0.5665,1
57,0.1337,0.3195,0.5468,1
58,0.1405,0.3346,0.5249,1
59,0.1453,0.3502,0.5045,1
60,0.144,0.369,0.487,1
61,0.1505,0.3803,0.4692,1
62,0.1495,0.3989,0.4516,1
63,0.1481,0.4178,0.4341,1
64,0.1472,0.4323,0.4205,1
65,0.1494,0.4389,0.4117,1
66,0.1418,0.4535,0.4047,1
67,0.1353,0.4653,0.3994,1
68,0.1317,0.4753,0.393,1
69,0.1348,0.4757,0.3895,1
70,0.1294,0.4828,0.3878,1
71,0.1316,0.4776,0.3908,1
72,0.1368,0.4702,0.393,1
73,0.1383,0.4672,0.3945,1
74,0.151,0.4535,0.3955,1
75,0.1457,0.4634,0.3909,1
76,0.1492,0.4616,0.3892,1
77,0.1529,0.4576,0.3895,1
78,0.1512,0.4613,0.3875,1
79,0.1522,0.4676,0.3802,1
80,0.1505,0.4824,0.3671,1
81,0.1508,0.4979,0.3513,1
82,0.1451,0.5179,0.337,1
83,0.1471,0.5278,0.3251,1
84,0.1541,0.5363,0.3096,1
85,0.1554,0.5515,0.2931,1
86,0.1588,0.5587,0.2825,1
87,0.162,0.5651,0.2729,1
88,0.158,0.5768,0.2652,1
89,0.1492,0.5882,0.2626,1
90,0.1516,0.5837,0.2647,1
91,0.1434,0.5908,0.2658,1
92,0.1313,0.597,0.2717,1
93,0.1371,0.5807,0.2822,1
94,0.1461,0.5662,0.2877,1
95,0.1486,0.5606,0.2908,1
96,0.1562,0.5518,0.292,1
97,0.1591,0.5483,0.2926,1
98,0.1487,0.5579,0.2934,1
99,0.1452,0.5639,0.2909,1
100,0.148,0.5641,0.2879,1
101,0.1469,0.5678,0.2853,1
102,0.1555,0.5636,0.2809,1
103,0.1484,0.5737,0.2779,1
104,0.1504,0.5721,0.2775,1
105,0.1506,0.572,0.2774,1
106,0.1445,0.5758,0.2797,1
107,0.1483,0.5685,0.2832,1
108,0.1566,0.5583,0.2851,1
109,0.1612,0.5519,0.2869,1
110,0.1644,0.5502,0.2854,1
111,0.172,0.5478,0.2802,1
112,0.1731,0.5508,0.2761,1
113,0.1737,0.5553,0.271,1
114,0.1653,0.5704,0.2643,1
115,0.1592,0.5821,0.2587,1
116,0.1507,0.5954,0.2539,1
117,0.1555,0.589,0.2555,1
118,0.1408,0.5988,0.2604,1
119,0.1332,0.5996,0.2672,1
120,0.1424,0.5824,0.2752,1
121,0.1493,0.5707,0.28,1
122,0.1562,0.56,0.2838,1
123,0.1557,0.5532,0.2911,1
124,0.1534,0.5498,0.2968,1
125,0.1565,0.5413,0.3022,1
126,0.1575,0.5359,0.3066,1
127,0.1563,0.5328,0.3109,1
128,0.1551,0.5312,0.3137,1
129,0.1561,0.5275,0.3164,1
130,0.159,0.5262,0.3148,1
131,0.1625,0.5236,0.3139,1
132,0.1565,0.5391,0.3044,1
133,0.1629,0.5428,0.2943,1
134,0.1668,0.5504,0.2828,1
135,0.1557,0.5729,0.2714,1
136,0.1547,0.5775,0.2678,1
137,0.1521,0.5773,0.2706,1
138,0.1343,0.5896,0.2761,1
139,0.1384,0.5736,0.288,1
140,0.1488,0.5531,0.2981,1
141,0.1501,0.55,0.2999,1
142,0.1635,0.5389,0.2976,1
143,0.1629,0.5448,0.2923,1
144,0.1581,0.554,0.2879,1
145,0.1601,0.5531,0.2868,1
146,0.1591,0.5579,0.283,1
147,0.1429,0.5767,0.2804,1
148,0.139,0.5728,0.2882,1
149,0.133,0.5753,0.2917,1
150,0.1318,0.5704,0.2978,1
151,0.1483,0.5505,0.3012,1
152,0.1514,0.5505,0.2981,1
153,0.1575,0.5527,0.2898,1
154,0.1719,0.5476,0.2805,1
155,0.1715,0.5583,0.2702,1
156,0.1671,0.5767,0.2562,1
157,0.167,0.5879,0.2451,1
158,0.1525,0.6037,0.2438,1
159,0.151,0.6003,0.2487,1
160,0.15,0.5985,0.2515,1
161,0.1497,0.5951,0.2552,1
162,0.1457,0.5969,0.2574,1
163,0.1503,0.5882,0.2615,1
164,0.1417,0.5908,0.2675,1
165,0.1444,0.5776,0.278,1
166,0.1479,0.5622,0.2899,1
167,0.1568,0.5477,0.2955,1
168,0.1697,0.5287,0.3016,1
169,0.1599,0.5359,0.3042,1
170,0.1702,0.5219,0.3079,1
171,0.1799,0.515,0.3051,1
172,0.174,0.528,0.298,1
173,0.1683,0.5405,0.2912,1
174,0.1667,0.5474,0.2859,1
175,0.154,0.5661,0.2799,1
176,0.1455,0.5768,0.2777,1
177,0.1498,0.5729,0.2773,1
178,0.1619,0.5646,0.2735,1
179,0.1606,0.5704,0.269,1
180,0.1633,0.5713,0.2654,1
181,0.1665,0.5679,0.2656,1
182,0.1679,0.5698,0.2623,1
183,0.1584,0.5838,0.2578,1
184,0.1495,0.5934,0.2571,1
185,0.1489,0.5902,0.2609,1
186,0.1556,0.5799,0.2645,1
187,0.158,0.5762,0.2658,1
188,0.161,0.5741,0.2649,1
189,0.1586,0.5753,0.2661,1
190,0.1472,0.5818,0.271,1
191,0.1352,0.5819,0.2829,1
192,0.126,0.5726,0.3014,1
193,0.127,0.5531,0.3199,1
194,0.1312,0.5325,0.3363,1
195,0.1448,0.5046,0.3506,1
196,0.1517,0.4847,0.3636,1
197,0.1645,0.4676,0.3679,1
198,0.166,0.4737,0.3603,1
199,0.1802,0.4687,0.3511,1
200,0.1725,0.4884,0.3391,1
0,0.3368,0.3332,0.33,2
1,0.7211,0.2412,0.0377,2
2,0.22,0.7795,0.0005,2
3,0.0218,0.9773,0.0009,2
4,0.0005,0.997,0.0025,2
5,0.0,0.9951,0.0049,2
6,0.0,0.9919,0.0081,2
7,0.0,0.9879,0.0121,2
8,0.0,0.9831,0.0169,2
9,0.0,0.9775,0.0225,2
10,0.0,0.9711,0.0289,2
11,0.0,0.9639,0.0361,2
12,0.0,0.9559,0.0441,2
13,0.0,0.9471,0.0529,2
14,0.0,0.9375,0.0625,2
15,0.0,0.9271,0.0729,2
16,0.0,0.9159,0.0841,2
17,0.0,0.9039,0.0961,2
18,0.0,0.8911,0.1089,2
19,0.0,0.8775,0.1225,2
20,0.0,0.8631,0.1369,2
21,0.0,0.8479,0.1521,2
22,0.0,0.8319,0.1681,2
23,0.0,0.8151,0.1849,2
24,0.0,0.7975,0.2025,2
25,0.0,0.7791,0.2209,2
26,0.0,0.7599,0.2401,2
27,0.0,0.7399,0.2601,2
28,0.0,0.7191,0.2809,2
29,0.0,0.6975,0.3025,2
30,0.0,0.6751,0.3249,2
31,0.0,0.6519,0.3481,2
32,0.0,0.6279,0.3721,2
33,0.0,0.6031,0.3969,2
34,0.0,0.5775,0.4225,2
35,0.0,0.5511,0.4489,2
36,0.0,0.5239,0.4761,2
37,0.0,0.4959,0.5041,2
38,0.0,0.4671,0.5329,2
39,0.0,0.4375,0.5625,2
40,0.0,0.4071,0.5929,2
41,0.0,0.3759,0.6241,2
42,0.0,0.3439,0.6561,2
43,0.0,0.3111,0.6889,2
44,0.0,0.2775,0.7225,2
45,0.0,0.2431,0.7569,2
46,0.0,0.2079,0.7921,2
47,0.0,0.1719,0.8281,2
48,0.0,0.1351,0.8649,2
49,0.0,0.0975,0.9025,2
50,0.0,0.0591,0.9409,2
51,0.0,0.0199,0.9801,2
52,0.0,0.0,1.0,2
53,0.0,0.0,1.0,2
54,0.0,0.0,1.0,2
55,0.0,0.0,1.0,2
56,0.0,0.0,1.0,2
57,0.0,0.0,1.0,2
58,0.0,0.0,1.0,2
59,0.0,0.0,1.0,2
60,0.0,0.0,1.0,2
61,0.0,0.0,1.0,2
62,0.0,0.0,1.0,2
63,0.0,0.0,1.0,2
64,0.0,0.0,1.0,2
65,0.0,0.0,1.0,2
66,0.0,0.0,1.0,2
67,0.0,0.0,1.0,2
68,0.0,0.0,1.0,2
69,0.0,0.0,1.0,2
70,0.0,0.0,1.0,2
71,0.0,0.0,1.0,2
72,0.0,0.0,1.0,2
73,0.0,0.0,1.0,2
74,0.0,0.0,1.0,2
75,0.0,0.0,1.0,2
76,0.0,0.0,1.0,2
77,0.0,0.0,1.0,2
78,0.0,0.0,1.0,2
79,0.0,0.0,1.0,2
80,0.0,0.0,1.0,2
81,0.0,0.0,1.0,2
82,0.0,0.0,1.0,2
83,0.0,0.0,1.0,2
84,0.0,0.0,1.0,2
85,0.0,0.0,1.0,2
86,0.0,0.0,1.0,2
87,0.0,0.0,1.0,2
88,0.0,0.0,1.0,2
89,0.0,0.0,1.0,2
90,0.0,0.0,1.0,2
91,0.0,0.0,1.0,2
92,0.0,0.0,1.0,2
93,0.0,0.0,1.0,2
94,0.0,0.0,1.0,2
95,0.0,0.0,1.0,2
96,0.0,0.0,1.0,2
97,0.0,0.0,1.0,2
