Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.7634,0.2038,0.0328,1
2,0.216,0.7831,0.0009,1
3,0.0156,0.9836,0.0008,1
4,0.0024,0.9964,0.0012,1
5,0.0037,0.9947,0.0016,1
6,0.0052,0.9928,0.002,1
7,0.0068,0.9908,0.0024,1
8,0.0087,0.9885,0.0028,1
9,0.0108,0.986,0.0032,1
10,0.0131,0.9833,0.0036,1
11,0.0156,0.9804,0.004,1
12,0.0183,0.9773,0.0044,1
13,0.0212,0.974,0.0048,1
14,0.0243,0.9705,0.0052,1
15,0.0276,0.9668,0.0056,1
16,0.0311,0.9629,0.006,1
17,0.0348,0.9588,0.0064,1
18,0.0387,0.9545,0.0068,1
19,0.0428,0.95,0.0072,1
20,0.0471,0.9453,0.0076,1
21,0.0516,0.9404,0.008,1
22,0.0563,0.9353,0.0084,1
23,0.0612,0.93,0.0088,1
24,0.0663,0.9245,0.0092,1
25,0.0716,0.9188,0.0096,1
26,0.0771,0.9129,0.01,1
27,0.0828,0.9068,0.0104,1
28,0.0887,0.9005,0.0108,1
29,0.0948,0.894,0.0112,1
30,0.1011,0.8873,0.0116,1
31,0.1076,0.8804,0.012,1
32,0.1143,0.8733,0.0124,1
33,0.1212,0.866,0.0128,1
34,0.1283,0.8585,0.0132,1
35,0.1356,0.8508,0.0136,1
36,0.1431,0.8429,0.014,1
37,0.1508,0.8348,0.0144,1
38,0.1587,0.8265,0.0148,1
39,0.1668,0.818,0.0152,1
40,0.1751,0.8093,0.0156,1
41,0.1836,0.8004,0.016,1
42,0.1923,0.7913,0.0164,1
43,0.2012,0.782,0.0168,1
44,0.2103,0.7725,0.0172,1
45,0.2196,0.7628,0.0176,1
46,0.2291,0.7529,0.018,1
47,0.2388,0.7428,0.0184,1
48,0.2487,0.7325,0.0188,1
49,0.2588,0.722,0.0192,1
50,0.2691,0.7113,0.0196,1
51,0.2791,0.7009,0.02,1
52,0.289,0.691,0.02,1
53,0.2985,0.6815,0.02,1
54,0.307,0.673,0.02,1
55,0.3145,0.6655,0.02,1
56,0.321,0.659,0.02,1
57,0.3267,0.6533,0.02,1
58,0.332,0.648,0.02,1
59,0.336,0.644,0.02,1
60,0.3392,0.6408,0.02,1
61,0.3417,0.6383,0.02,1
62,0.344,0.636,0.02,1
63,0.3455,0.6345,0.02,1
64,0.3464,0.6336,0.02,1
65,0.3457,0.6343,0.02,1
66,0.3456,0.6344,0.02,1
67,0.3442,0.6358,0.02,1
68,0.3421,0.6379,0.02,1
69,0.3392,0.6408,0.02,1
70,0.337,0.643,0.02,1
71,0.3321,0.6479,0.02,1
72,0.3273,0.6527,0.02,1
73,0.3204,0.6596,0.02,1
74,0.3155,0.6645,0.02,1
75,0.3086,0.6714,0.02,1
76,0.3009,0.6791,0.02,1
77,0.292,0.688,0.02,1
78,0.2872,0.6928,0.02,1
79,0.2828,0.6972,0.02,1
80,0.2819,0.6981,0.02,1
81,0.2829,0.6971,0.02,1
82,0.2854,0.6946,0.02,1
83,0.288,0.692,0.02,1
84,0.292,0.688,0.02,1
85,0.2964,0.6836,0.02,1
86,0.3033,0.6767,0.02,1
87,0.3098,0.6702,0.02,1
88,0.3165,0.6635,0.02,1
89,0.3228,0.6572,0.02,1
90,0.3293,0.6507,0.02,1
91,0.3354,0.6446,0.02,1
92,0.3417,0.6383,0.02,1
93,0.3476,0.6324,0.02,1
94,0.3537,0.6263,0.02,1
95,0.3594,0.6206,0.02,1
96,0.3653,0.6147,0.02,1
97,0.3708,0.6092,0.02,1
98,0.3765,0.6035,0.02,1
99,0.3818,0.5982,0.02,1
100,0.3869,0.5931,0.02,1
101,0.3913,0.5887,0.02,1
102,0.3954,0.5846,0.02,1
103,0.4001,0.5799,0.02,1
104,0.404,0.576,0.02,1
105,0.4067,0.5733,0.02,1
106,0.409,0.571,0.02,1
107,0.4141,0.5659,0.02,1
108,0.4184,0.5616,0.02,1
109,0.4215,0.5585,0.02,1
