Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.289,0.438,0.273,1
2,0.1835,0.4927,0.3238,1
3,0.1527,0.4382,0.4091,1
4,0.1601,0.3489,0.491,1
5,0.1848,0.2752,0.54,1
6,0.219,0.2464,0.5346,1
7,0.2515,0.2483,0.5002,1
8,0.2655,0.2858,0.4487,1
9,0.2622,0.3347,0.4031,1
10,0.2449,0.3739,0.3812,1
11,0.224,0.3984,0.3776,1
12,0.2047,0.4039,0.3914,1
13,0.1833,0.3992,0.4175,1
14,0.1771,0.3734,0.4495,1
15,0.1851,0.3423,0.4726,1
16,0.1983,0.3179,0.4838,1
17,0.213,0.3028,0.4842,1
18,0.2218,0.3027,0.4755,1
19,0.2317,0.3071,0.4612,1
20,0.2406,0.3148,0.4446,1
21,0.2407,0.3357,0.4236,1
22,0.2309,0.3569,0.4122,1
23,0.2227,0.3693,0.408,1
24,0.2254,0.3646,0.41,1
25,0.2264,0.3498,0.4238,1
26,0.2342,0.3325,0.4333,1
27,0.2303,0.3365,0.4332,1
28,0.2237,0.3391,0.4372,1
29,0.2228,0.334,0.4432,1
30,0.2219,0.3275,0.4506,1
31,0.2219,0.3242,0.4539,1
32,0.2188,0.3274,0.4538,1
33,0.2219,0.3233,0.4548,1
34,0.2245,0.3284,0.4471,1
35,0.2232,0.3223,0.4545,1
36,0.2311,0.3148,0.4541,1
37,0.2336,0.3162,0.4502,1
38,0.2349,0.3176,0.4475,1
39,0.2401,0.3217,0.4382,1
40,0.2422,0.3249,0.4329,1
41,0.2425,0.3322,0.4253,1
42,0.2416,0.3332,0.4252,1
43,0.2263,0.345,0.4287,1
44,0.2194,0.3426,0.438,1
45,0.2159,0.329,0.4551,1
46,0.2195,0.3072,0.4733,1
47,0.2248,0.2962,0.479,1
48,0.2315,0.2983,0.4702,1
49,0.2348,0.309,0.4562,1
50,0.2364,0.3129,0.4507,1
51,0.2338,0.3227,0.4435,1
52,0.2282,0.3347,0.4371,1
53,0.224,0.3328,0.4432,1
54,0.2277,0.3196,0.4527,1
55,0.2265,0.3105,0.463,1
56,0.2249,0.3127,0.4624,1
57,0.227,0.3208,0.4522,1
58,0.2331,0.3166,0.4503,1
59,0.2449,0.3153,0.4398,1
60,0.2507,0.3258,0.4235,1
61,0.2441,0.3393,0.4166,1
62,0.243,0.3342,0.4228,1
63,0.2463,0.3304,0.4233,1
64,0.244,0.3348,0.4212,1
65,0.2374,0.3415,0.4211,1
66,0.2368,0.3419,0.4213,1
67,0.2356,0.3456,0.4188,1
68,0.2412,0.3419,0.4169,1
69,0.2399,0.3445,0.4156,1
70,0.2395,0.3469,0.4136,1
71,0.2372,0.3484,0.4144,1
72,0.2333,0.3531,0.4136,1
73,0.2318,0.3496,0.4186,1
74,0.2291,0.342,0.4289,1
75,0.2284,0.3382,0.4334,1
76,0.2311,0.3373,0.4316,1
77,0.2291,0.3414,0.4295,1
78,0.2263,0.3421,0.4316,1
79,0.232,0.341,0.427,1
80,0.2347,0.3423,0.423,1
81,0.2354,0.3455,0.4191,1
82,0.2381,0.3442,0.4177,1
83,0.2322,0.3428,0.425,1
84,0.221,0.3388,0.4402,1
85,0.2198,0.3177,0.4625,1
86,0.2234,0.312,0.4646,1
87,0.23,0.309,0.461,1
88,0.2345,0.3106,0.4549,1
89,0.2394,0.3102,0.4504,1
90,0.2431,0.3171,0.4398,1
91,0.2463,0.3216,0.4321,1
92,0.2377,0.3335,0.4288,1
93,0.2369,0.3341,0.429,1
94,0.2471,0.3228,0.4301,1
95,0.2509,0.325,0.4241,1
96,0.2459,0.3339,0.4202,1
97,0.2445,0.3326,0.4229,1
98,0.2492,0.325,0.4258,1
99,0.2541,0.3219,0.424,1
100,0.2567,0.3331,0.4102,1
101,0.2515,0.3462,0.4023,1
102,0.2423,0.3537,0.404,1
103,0.241,0.3442,0.4148,1
104,0.2394,0.3375,0.4231,1
105,0.2374,0.3281,0.4345,1
106,0.2345,0.3196,0.4459,1
107,0.2375,0.31,0.4525,1
108,0.2423,0.3111,0.4466,1
109,0.2508,0.3114,0.4378,1
110,0.2456,0.3219,0.4325,1
111,0.2439,0.3232,0.4329,1
112,0.2408,0.3291,0.4301,1
113,0.2448,0.3183,0.4369,1
114,0.2497,0.3136,0.4367,1
115,0.2582,0.3143,0.4275,1
116,0.2621,0.3232,0.4147,1
117,0.2587,0.3363,0.405,1
118,0.2529,0.3473,0.3998,1
119,0.247,0.3559,0.3971,1
120,0.2336,0.3645,0.4019,1
121,0.2248,0.3635,0.4117,1
122,0.2257,0.3384,0.4359,1
123,0.2311,0.3153,0.4536,1
124,0.2393,0.3113,0.4494,1
125,0.2437,0.317,0.4393,1
126,0.2512,0.3225,0.4263,1
127,0.2532,0.3345,0.4123,1
128,0.2562,0.3412,0.4026,1
129,0.2568,0.3457,0.3975,1
130,0.2538,0.3539,0.3923,1
131,0.2461,0.3533,0.4006,1
132,0.2394,0.3474,0.4132,1
133,0.2355,0.3439,0.4206,1
134,0.2332,0.3375,0.4293,1
135,0.2318,0.3393,0.4289,1
136,0.2319,0.3359,0.4322,1
137,0.2404,0.3375,0.4221,1
138,0.2417,0.3457,0.4126,1
139,0.239,0.3592,0.4018,1
140,0.2369,0.3652,0.3979,1
141,0.2296,0.3683,0.4021,1
142,0.2251,0.3712,0.4037,1
143,0.2228,0.3646,0.4126,1
144,0.2135,0.3632,0.4233,1
145,0.2107,0.3548,0.4345,1
146,0.2106,0.3412,0.4482,1
147,0.2131,0.3269,0.46,1
148,0.2207,0.3206,0.4587,1
149,0.2286,0.318,0.4534,1
150,0.2377,0.316,0.4463,1
151,0.2441,0.3167,0.4392,1
152,0.2522,0.3227,0.4251,1
153,0.2526,0.3318,0.4156,1
154,0.2489,0.3427,0.4084,1
155,0.2467,0.3405,0.4128,1
156,0.2399,0.3423,0.4178,1
157,0.2366,0.3377,0.4257,1
158,0.2351,0.3364,0.4285,1
159,0.2344,0.333,0.4326,1
160,0.2402,0.3236,0.4362,1
161,0.2461,0.317,0.4369,1
162,0.2439,0.3236,0.4325,1
163,0.2384,0.3295,0.4321,1
164,0.2387,0.3332,0.4281,1
165,0.2453,0.3261,0.4286,1
166,0.2455,0.3285,0.426,1
167,0.2456,0.3313,0.4231,1
168,0.2453,0.3358,0.4189,1
169,0.2431,0.3438,0.4131,1
170,0.2426,0.34,0.4174,1
171,0.2398,0.343,0.4172,1
172,0.2399,0.3406,0.4195,1
173,0.2362,0.3416,0.4222,1
174,0.2365,0.337,0.4265,1
175,0.2365,0.3351,0.4284,1
176,0.2371,0.3337,0.4292,1
177,0.2389,0.3376,0.4235,1
178,0.2412,0.3326,0.4262,1
179,0.239,0.3368,0.4242,1
180,0.2359,0.3414,0.4227,1
181,0.2335,0.343,0.4235,1
182,0.2314,0.3469,0.4217,1
183,0.2271,0.341,0.4319,1
184,0.2204,0.3352,0.4444,1
185,0.2252,0.3217,0.4531,1
186,0.2288,0.3121,0.4591,1
187,0.2358,0.3128,0.4514,1
188,0.2371,0.3206,0.4423,1
189,0.231,0.3368,0.4322,1
190,0.2299,0.3386,0.4315,1
191,0.2308,0.3356,0.4336,1
192,0.2317,0.3364,0.4319,1
193,0.235,0.3347,0.4303,1
194,0.2322,0.3406,0.4272,1
195,0.238,0.3363,0.4257,1
196,0.2412,0.3342,0.4246,1
197,0.2431,0.3352,0.4217,1
198,0.2388,0.3378,0.4234,1
199,0.2369,0.3389,0.4242,1
200,0.2406,0.3297,0.4297,1
0,0.3368,0.3332,0.33,2
1,0.2814,0.445,0.2736,2
2,0.1899,0.4793,0.3308,2
3,0.1679,0.4125,0.4196,2
4,0.1665,0.3373,0.4962,2
5,0.1802,0.2832,0.5366,2
6,0.2095,0.2558,0.5347,2
7,0.2336,0.2698,0.4966,2
8,0.2406,0.3057,0.4537,2
9,0.233,0.3465,0.4205,2
10,0.2245,0.3661,0.4094,2
11,0.211,0.3647,0.4243,2
12,0.2063,0.3525,0.4412,2
13,0.2054,0.3432,0.4514,2
14,0.21,0.3271,0.4629,2
15,0.2176,0.3141,0.4683,2
16,0.2179,0.3227,0.4594,2
17,0.2178,0.3263,0.4559,2
18,0.215,0.3342,0.4508,2
19,0.2169,0.344,0.4391,2
20,0.2137,0.3543,0.432,2
