Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.0206,0.8669,0.1125,1
2,0.0,0.1818,0.8182,1
3,0.0,0.0797,0.9203,1
4,0.0,0.1401,0.8599,1
5,0.0,0.1141,0.8859,1
6,0.0,0.181,0.819,1
7,0.0,0.1354,0.8646,1
8,0.0,0.1558,0.8442,1
9,0.0,0.1438,0.8562,1
10,0.0,0.1626,0.8374,1
11,0.0,0.1555,0.8445,1
12,0.0,0.1657,0.8343,1
13,0.0,0.1526,0.8474,1
14,0.0,0.1723,0.8277,1
15,0.0,0.1472,0.8528,1
16,0.0,0.1697,0.8303,1
17,0.0,0.1503,0.8497,1
18,0.0,0.1664,0.8336,1
19,0.0,0.1489,0.8511,1
20,0.0,0.1695,0.8305,1
21,0.0,0.147,0.853,1
22,0.0,0.1712,0.8288,1
23,0.0,0.1375,0.8625,1
24,0.0,0.1741,0.8259,1
25,0.0,0.1527,0.8473,1
26,0.0,0.1659,0.8341,1
27,0.0,0.158,0.842,1
28,0.0,0.1594,0.8406,1
29,0.0,0.1743,0.8257,1
30,0.0,0.1467,0.8533,1
31,0.0,0.1669,0.8331,1
32,0.0,0.1528,0.8472,1
33,0.0,0.1601,0.8399,1
34,0.0,0.1643,0.8357,1
35,0.0,0.1726,0.8274,1
36,0.0,0.1502,0.8498,1
37,0.0,0.1707,0.8293,1
38,0.0,0.1502,0.8498,1
39,0.0,0.1717,0.8283,1
40,0.0,0.1503,0.8497,1
41,0.0,0.173,0.827,1
42,0.0,0.142,0.858,1
43,0.0,0.1682,0.8318,1
44,0.0,0.1509,0.8491,1
45,0.0,0.169,0.831,1
46,0.0,0.1587,0.8413,1
47,0.0,0.1607,0.8393,1
48,0.0,0.1622,0.8378,1
49,0.0,0.1601,0.8399,1
50,0.0,0.1688,0.8312,1
51,0.0,0.1595,0.8405,1
52,0.0,0.1599,0.8401,1
53,0.0,0.1559,0.8441,1
54,0.0,0.1653,0.8347,1
55,0.0,0.1624,0.8376,1
56,0.0,0.1506,0.8494,1
57,0.0,0.1628,0.8372,1
58,0.0,0.1529,0.8471,1
59,0.0,0.1637,0.8363,1
60,0.0,0.1476,0.8524,1
61,0.0,0.1652,0.8348,1
62,0.0,0.1551,0.8449,1
63,0.0,0.1552,0.8448,1
64,0.0,0.1595,0.8405,1
65,0.0,0.1604,0.8396,1
66,0.0,0.164,0.836,1
67,0.0,0.1636,0.8364,1
68,0.0,0.1588,0.8412,1
69,0.0,0.163,0.837,1
70,0.0,0.1562,0.8438,1
71,0.0,0.1639,0.8361,1
72,0.0,0.1569,0.8431,1
73,0.0,0.16,0.84,1
74,0.0,0.1502,0.8498,1
75,0.0,0.1667,0.8333,1
76,0.0,0.1561,0.8439,1
77,0.0,0.1667,0.8333,1
78,0.0,0.1541,0.8459,1
79,0.0,0.1689,0.8311,1
80,0.0,0.1567,0.8433,1
81,0.0,0.1613,0.8387,1
82,0.0,0.1572,0.8428,1
83,0.0,0.1652,0.8348,1
84,0.0,0.1617,0.8383,1
85,0.0,0.1632,0.8368,1
86,0.0,0.1393,0.8607,1
87,0.0,0.1798,0.8202,1
88,0.0,0.1456,0.8544,1
89,0.0,0.1776,0.8224,1
90,0.0,0.1473,0.8527,1
91,0.0,0.1823,0.8177,1
92,0.0,0.152,0.848,1
93,0.0,0.1631,0.8369,1
94,0.0,0.1571,0.8429,1
95,0.0,0.1604,0.8396,1
96,0.0,0.1548,0.8452,1
97,0.0,0.1622,0.8378,1
98,0.0,0.1569,0.8431,1
99,0.0,0.164,0.836,1
100,0.0,0.1633,0.8367,1
101,0.0,0.1647,0.8353,1
102,0.0,0.1548,0.8452,1
103,0.0,0.1586,0.8414,1
104,0.0,0.1672,0.8328,1
105,0.0,0.1698,0.8302,1
106,0.0,0.157,0.843,1
107,0.0,0.165,0.835,1
108,0.0,0.156,0.844,1
109,0.0,0.1707,0.8293,1
110,0.0,0.1548,0.8452,1
111,0.0,0.1674,0.8326,1
112,0.0,0.1541,0.8459,1
113,0.0,0.1644,0.8356,1
114,0.0,0.1624,0.8376,1
115,0.0,0.1533,0.8467,1
116,0.0,0.1606,0.8394,1
117,0.0,0.157,0.843,1
118,0.0,0.1622,0.8378,1
119,0.0,0.161,0.839,1
120,0.0,0.1608,0.8392,1
121,0.0,0.1621,0.8379,1
122,0.0,0.1588,0.8412,1
123,0.0,0.1758,0.8242,1
124,0.0,0.1483,0.8517,1
125,0.0,0.1655,0.8345,1
126,0.0,0.1505,0.8495,1
127,0.0,0.1785,0.8215,1
128,0.0,0.137,0.863,1
129,0.0,0.1741,0.8259,1
130,0.0,0.1451,0.8549,1
131,0.0,0.1818,0.8182,1
132,0.0,0.1342,0.8658,1
133,0.0,0.1794,0.8206,1
134,0.0,0.1415,0.8585,1
135,0.0,0.184,0.816,1
136,0.0,0.1342,0.8658,1
137,0.0,0.1846,0.8154,1
138,0.0,0.1481,0.8519,1
139,0.0,0.1669,0.8331,1
140,0.0,0.1498,0.8502,1
141,0.0,0.1682,0.8318,1
142,0.0,0.15,0.85,1
143,0.0,0.1665,0.8335,1
144,0.0,0.1553,0.8447,1
145,0.0,0.1597,0.8403,1
146,0.0,0.1608,0.8392,1
147,0.0,0.1618,0.8382,1
148,0.0,0.1645,0.8355,1
149,0.0,0.1554,0.8446,1
150,0.0,0.173,0.827,1
151,0.0,0.1513,0.8487,1
152,0.0,0.1643,0.8357,1
153,0.0,0.162,0.838,1
154,0.0,0.1609,0.8391,1
155,0.0,0.165,0.835,1
156,0.0,0.1523,0.8477,1
157,0.0,0.1702,0.8298,1
158,0.0,0.159,0.841,1
159,0.0,0.1731,0.8269,1
160,0.0,0.1534,0.8466,1
161,0.0,0.1639,0.8361,1
162,0.0,0.167,0.833,1
163,0.0,0.1532,0.8468,1
164,0.0,0.1548,0.8452,1
165,0.0,0.1612,0.8388,1
166,0.0,0.1654,0.8346,1
