Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.099,0.6642,0.2368,1
2,0.0109,0.3643,0.6248,1
3,0.0163,0.0915,0.8922,1
4,0.0323,0.0263,0.9414,1
5,0.0501,0.0332,0.9167,1
6,0.0619,0.0546,0.8835,1
7,0.0727,0.0784,0.8489,1
8,0.0852,0.0955,0.8193,1
9,0.1021,0.1089,0.789,1
10,0.1165,0.1296,0.7539,1
11,0.1316,0.1529,0.7155,1
12,0.1457,0.1785,0.6758,1
13,0.154,0.1964,0.6496,1
14,0.1605,0.2096,0.6299,1
15,0.1672,0.2195,0.6133,1
16,0.1644,0.2461,0.5895,1
17,0.1617,0.2588,0.5795,1
18,0.1544,0.2618,0.5838,1
19,0.1472,0.2623,0.5905,1
20,0.1332,0.2689,0.5979,1
21,0.119,0.2644,0.6166,1
22,0.11,0.2497,0.6403,1
23,0.1089,0.2427,0.6484,1
24,0.1103,0.2411,0.6486,1
25,0.104,0.2566,0.6394,1
26,0.1063,0.2448,0.6489,1
27,0.1117,0.2418,0.6465,1
28,0.1142,0.2624,0.6234,1
29,0.1135,0.2757,0.6108,1
30,0.1082,0.2681,0.6237,1
31,0.1105,0.2726,0.6169,1
32,0.1157,0.2703,0.614,1
33,0.1184,0.2684,0.6132,1
34,0.125,0.2713,0.6037,1
35,0.1257,0.2857,0.5886,1
36,0.1257,0.2861,0.5882,1
37,0.1207,0.2969,0.5824,1
38,0.114,0.2924,0.5936,1
39,0.1197,0.2807,0.5996,1
40,0.1274,0.2783,0.5943,1
41,0.1324,0.2763,0.5913,1
42,0.1325,0.2735,0.594,1
43,0.1206,0.2742,0.6052,1
44,0.1087,0.2726,0.6187,1
45,0.1122,0.2485,0.6393,1
46,0.1193,0.2478,0.6329,1
47,0.1176,0.2656,0.6168,1
48,0.109,0.2722,0.6188,1
49,0.1103,0.2591,0.6306,1
50,0.1135,0.2443,0.6422,1
51,0.1237,0.2437,0.6326,1
52,0.1311,0.2553,0.6136,1
53,0.1309,0.2744,0.5947,1
54,0.1328,0.2835,0.5837,1
55,0.1373,0.2883,0.5744,1
56,0.1302,0.2945,0.5753,1
57,0.1251,0.2748,0.6001,1
58,0.1214,0.2627,0.6159,1
59,0.1156,0.2761,0.6083,1
60,0.1148,0.2745,0.6107,1
61,0.1134,0.2725,0.6141,1
62,0.1139,0.2582,0.6279,1
63,0.1136,0.2662,0.6202,1
64,0.1111,0.2726,0.6163,1
65,0.1099,0.2696,0.6205,1
66,0.1137,0.2652,0.6211,1
67,0.1139,0.2659,0.6202,1
68,0.1187,0.2634,0.6179,1
69,0.1154,0.2683,0.6163,1
70,0.1134,0.2752,0.6114,1
71,0.1098,0.2657,0.6245,1
72,0.1132,0.2547,0.6321,1
73,0.1196,0.2596,0.6208,1
74,0.1202,0.2641,0.6157,1
75,0.1149,0.2675,0.6176,1
76,0.1131,0.2686,0.6183,1
77,0.1075,0.2736,0.6189,1
78,0.1089,0.2584,0.6327,1
79,0.1175,0.2567,0.6258,1
80,0.1217,0.2637,0.6146,1
81,0.1234,0.2641,0.6125,1
82,0.1327,0.2562,0.6111,1
83,0.1374,0.2723,0.5903,1
84,0.137,0.2805,0.5825,1
85,0.1413,0.2913,0.5674,1
86,0.1467,0.2861,0.5672,1
87,0.143,0.3039,0.5531,1
88,0.1383,0.3023,0.5594,1
89,0.1222,0.3049,0.5729,1
90,0.1135,0.2956,0.5909,1
91,0.1081,0.2729,0.619,1
92,0.1067,0.2633,0.63,1
93,0.1017,0.261,0.6373,1
94,0.1029,0.2546,0.6425,1
95,0.1087,0.2441,0.6472,1
96,0.1178,0.2404,0.6418,1
97,0.1306,0.249,0.6204,1
98,0.1422,0.2539,0.6039,1
99,0.1539,0.2708,0.5753,1
100,0.1576,0.2946,0.5478,1
101,0.1522,0.3173,0.5305,1
102,0.1448,0.314,0.5412,1
103,0.1371,0.3086,0.5543,1
104,0.1265,0.2977,0.5758,1
105,0.116,0.2846,0.5994,1
106,0.1118,0.2759,0.6123,1
107,0.1157,0.2656,0.6187,1
108,0.1182,0.2662,0.6156,1
109,0.1195,0.2729,0.6076,1
110,0.1114,0.2764,0.6122,1
111,0.114,0.2644,0.6216,1
112,0.1163,0.265,0.6187,1
113,0.1198,0.2536,0.6266,1
114,0.1228,0.2566,0.6206,1
115,0.1188,0.2669,0.6143,1
116,0.1117,0.2566,0.6317,1
117,0.1141,0.2457,0.6402,1
118,0.122,0.2478,0.6302,1
119,0.1264,0.2642,0.6094,1
120,0.1256,0.274,0.6004,1
121,0.1221,0.2906,0.5873,1
122,0.1204,0.286,0.5936,1
123,0.1155,0.2785,0.606,1
124,0.1185,0.2664,0.6151,1
125,0.1233,0.2662,0.6105,1
126,0.1217,0.2688,0.6095,1
127,0.1263,0.2734,0.6003,1
128,0.1295,0.2748,0.5957,1
129,0.1267,0.2906,0.5827,1
130,0.1249,0.2939,0.5812,1
131,0.117,0.2905,0.5925,1
132,0.1167,0.2748,0.6085,1
133,0.1225,0.2601,0.6174,1
134,0.1253,0.2681,0.6066,1
135,0.1226,0.2857,0.5917,1
136,0.1219,0.2908,0.5873,1
137,0.1103,0.2912,0.5985,1
138,0.1049,0.2809,0.6142,1
139,0.1058,0.2765,0.6177,1
140,0.1034,0.273,0.6236,1
141,0.1067,0.2572,0.6361,1
142,0.1198,0.2472,0.633,1
143,0.1257,0.2715,0.6028,1
144,0.1184,0.285,0.5966,1
145,0.1141,0.2761,0.6098,1
146,0.1145,0.2739,0.6116,1
147,0.1239,0.2615,0.6146,1
148,0.1351,0.2493,0.6156,1
149,0.1428,0.261,0.5962,1
150,0.1442,0.275,0.5808,1
151,0.1374,0.289,0.5736,1
152,0.1356,0.2855,0.5789,1
153,0.1405,0.287,0.5725,1
154,0.134,0.2975,0.5685,1
155,0.1243,0.2917,0.584,1
156,0.1207,0.2783,0.601,1
157,0.1166,0.2738,0.6096,1
158,0.1133,0.2795,0.6072,1
