Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.3543,0.3925,0.2532,1
2,0.2604,0.4853,0.2543,1
3,0.1971,0.4972,0.3057,1
4,0.1768,0.4576,0.3656,1
5,0.1761,0.3986,0.4253,1
6,0.1905,0.3341,0.4754,1
7,0.2106,0.297,0.4924,1
8,0.2255,0.2958,0.4787,1
9,0.2353,0.3161,0.4486,1
10,0.2505,0.3358,0.4137,1
11,0.2347,0.3759,0.3894,1
12,0.2133,0.404,0.3827,1
13,0.1961,0.4124,0.3915,1
14,0.1844,0.4048,0.4108,1
15,0.1774,0.3866,0.436,1
16,0.1828,0.3588,0.4584,1
17,0.1886,0.3421,0.4693,1
18,0.1997,0.3282,0.4721,1
19,0.2052,0.3377,0.4571,1
20,0.2098,0.3538,0.4364,1
21,0.2116,0.3728,0.4156,1
22,0.2071,0.3933,0.3996,1
23,0.2147,0.4008,0.3845,1
24,0.2141,0.4068,0.3791,1
25,0.2018,0.4049,0.3933,1
26,0.1933,0.3963,0.4104,1
27,0.1908,0.3787,0.4305,1
28,0.1926,0.3652,0.4422,1
29,0.198,0.3564,0.4456,1
30,0.2035,0.3508,0.4457,1
31,0.2117,0.3469,0.4414,1
32,0.2199,0.3495,0.4306,1
33,0.2234,0.3593,0.4173,1
34,0.2218,0.3653,0.4129,1
35,0.2191,0.3631,0.4178,1
36,0.2068,0.3664,0.4268,1
37,0.2135,0.3483,0.4382,1
38,0.2165,0.3379,0.4456,1
39,0.2119,0.341,0.4471,1
40,0.2074,0.3507,0.4419,1
41,0.205,0.3595,0.4355,1
42,0.2092,0.3633,0.4275,1
43,0.22,0.3667,0.4133,1
44,0.2158,0.3778,0.4064,1
45,0.203,0.3854,0.4116,1
46,0.2007,0.3731,0.4262,1
47,0.2095,0.3519,0.4386,1
48,0.2148,0.3403,0.4449,1
49,0.2159,0.3402,0.4439,1
50,0.2138,0.3495,0.4367,1
51,0.216,0.3546,0.4294,1
52,0.2159,0.3607,0.4234,1
53,0.2226,0.3608,0.4166,1
54,0.2269,0.3676,0.4055,1
55,0.2165,0.3836,0.3999,1
56,0.2111,0.3814,0.4075,1
57,0.2104,0.3666,0.423,1
58,0.2121,0.354,0.4339,1
59,0.2146,0.3494,0.436,1
60,0.2196,0.351,0.4294,1
61,0.233,0.3473,0.4197,1
62,0.2435,0.3484,0.4081,1
63,0.2448,0.3524,0.4028,1
64,0.2281,0.3732,0.3987,1
65,0.2123,0.3789,0.4088,1
66,0.2051,0.3706,0.4243,1
67,0.2028,0.3603,0.4369,1
68,0.1987,0.3552,0.4461,1
69,0.1959,0.3474,0.4567,1
70,0.2047,0.3398,0.4555,1
71,0.21,0.3434,0.4466,1
72,0.2152,0.3479,0.4369,1
73,0.2125,0.3616,0.4259,1
74,0.2058,0.374,0.4202,1
75,0.1976,0.3814,0.421,1
76,0.1879,0.3856,0.4265,1
77,0.1861,0.3798,0.4341,1
78,0.1918,0.3662,0.442,1
79,0.1931,0.3608,0.4461,1
80,0.2017,0.3502,0.4481,1
81,0.2066,0.3447,0.4487,1
82,0.2035,0.3523,0.4442,1
83,0.2131,0.3445,0.4424,1
84,0.2129,0.3451,0.442,1
85,0.212,0.3494,0.4386,1
86,0.2077,0.357,0.4353,1
87,0.2068,0.3607,0.4325,1
88,0.2055,0.3588,0.4357,1
89,0.2037,0.3615,0.4348,1
90,0.2125,0.3542,0.4333,1
91,0.2113,0.3622,0.4265,1
92,0.2132,0.369,0.4178,1
93,0.2051,0.3788,0.4161,1
94,0.1991,0.3847,0.4162,1
95,0.1896,0.3937,0.4167,1
96,0.1894,0.3863,0.4243,1
97,0.187,0.3738,0.4392,1
98,0.1811,0.3682,0.4507,1
99,0.185,0.3581,0.4569,1
100,0.1883,0.3398,0.4719,1
101,0.1987,0.3138,0.4875,1
