Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.3527,0.3923,0.255,1
2,0.2586,0.4825,0.2589,1
3,0.1972,0.4942,0.3086,1
4,0.1748,0.4571,0.3681,1
5,0.1761,0.3958,0.4281,1
6,0.1872,0.3294,0.4834,1
7,0.199,0.303,0.498,1
8,0.2088,0.3008,0.4904,1
9,0.2223,0.3178,0.4599,1
10,0.2336,0.338,0.4284,1
11,0.2211,0.3686,0.4103,1
12,0.2127,0.382,0.4053,1
13,0.213,0.3856,0.4014,1
14,0.2156,0.3788,0.4056,1
15,0.2113,0.3678,0.4209,1
16,0.2164,0.36,0.4236,1
17,0.2179,0.3584,0.4237,1
18,0.222,0.3623,0.4157,1
19,0.2151,0.3799,0.405,1
20,0.2007,0.3928,0.4065,1
21,0.1974,0.3847,0.4179,1
22,0.2029,0.365,0.4321,1
23,0.2055,0.3564,0.4381,1
24,0.2025,0.3656,0.4319,1
25,0.2005,0.3722,0.4273,1
26,0.1962,0.378,0.4258,1
27,0.1923,0.3786,0.4291,1
28,0.1904,0.3769,0.4327,1
29,0.1834,0.378,0.4386,1
30,0.1754,0.3807,0.4439,1
31,0.1779,0.376,0.4461,1
32,0.1812,0.3666,0.4522,1
33,0.1877,0.3617,0.4506,1
34,0.19,0.365,0.445,1
35,0.1942,0.3631,0.4427,1
36,0.1936,0.3606,0.4458,1
37,0.1942,0.3573,0.4485,1
38,0.1863,0.3644,0.4493,1
39,0.1876,0.3569,0.4555,1
40,0.1854,0.3519,0.4627,1
41,0.1919,0.344,0.4641,1
42,0.1977,0.3429,0.4594,1
43,0.1965,0.3465,0.457,1
44,0.2002,0.3452,0.4546,1
45,0.2105,0.348,0.4415,1
46,0.2131,0.368,0.4189,1
47,0.2163,0.3865,0.3972,1
48,0.1995,0.4031,0.3974,1
49,0.1872,0.4015,0.4113,1
50,0.1921,0.3757,0.4322,1
51,0.2004,0.357,0.4426,1
52,0.2064,0.3471,0.4465,1
53,0.2136,0.3385,0.4479,1
54,0.2275,0.3369,0.4356,1
55,0.2265,0.3547,0.4188,1
56,0.2172,0.3734,0.4094,1
57,0.2159,0.3701,0.414,1
58,0.215,0.3641,0.4209,1
59,0.2195,0.3523,0.4282,1
60,0.2158,0.3546,0.4296,1
61,0.228,0.364,0.408,1
62,0.223,0.3876,0.3894,1
63,0.2056,0.4131,0.3813,1
64,0.1896,0.4168,0.3936,1
65,0.1827,0.4003,0.417,1
66,0.1728,0.3889,0.4383,1
67,0.1777,0.3598,0.4625,1
68,0.1964,0.3377,0.4659,1
69,0.2089,0.3301,0.461,1
70,0.2105,0.3438,0.4457,1
71,0.2211,0.3463,0.4326,1
72,0.2221,0.3622,0.4157,1
73,0.2105,0.3823,0.4072,1
74,0.2025,0.3919,0.4056,1
75,0.2013,0.3932,0.4055,1
76,0.1906,0.3971,0.4123,1
77,0.1866,0.3883,0.4251,1
78,0.1831,0.3757,0.4412,1
79,0.1908,0.3653,0.4439,1
80,0.1947,0.367,0.4383,1
81,0.2011,0.3735,0.4254,1
82,0.2054,0.3754,0.4192,1
83,0.2076,0.3776,0.4148,1
84,0.202,0.3761,0.4219,1
85,0.2025,0.3713,0.4262,1
86,0.2028,0.3619,0.4353,1
87,0.2127,0.3451,0.4422,1
88,0.2101,0.3454,0.4445,1
89,0.207,0.3501,0.4429,1
90,0.2084,0.3504,0.4412,1
91,0.2208,0.3514,0.4278,1
92,0.2282,0.3536,0.4182,1
93,0.2193,0.3646,0.4161,1
94,0.2093,0.3734,0.4173,1
95,0.2149,0.3634,0.4217,1
96,0.2061,0.3657,0.4282,1
97,0.1986,0.3667,0.4347,1
98,0.1924,0.3709,0.4367,1
